id,platform,city,text,objective_criteria,subjective_criteria,openness,annotator,split
xhs_train_1105,小红书,上海,能定居点在上海，都是上海人,Residence,,Inclusive,merged,train
xhs_train_1106,小红书,上海,本地人一定是上海籍贯310本沪！籍和贯都是上海！,Legal/Admin; Family Heritage,,Restrictive,merged,train
xhs_train_1107,小红书,上海,祖籍上海，至少祖上三代都是上海的，然后我四岁之前说得一口好上海话，然后四岁之后没有语言环境了，就不会说了,Family Heritage,Language,Restrictive,merged,train
xhs_train_1108,小红书,上海,父母身份证是310，外环线以内，上海话流利,Legal/Admin; Intra-city Region; Family Heritage,Language,Restrictive,merged,train
xhs_train_1109,小红书,上海,简单说，上海本地人和自己上二代都有上海户口的就是上海人,Legal/Admin; Family Heritage,,Inclusive,merged,train
xhs_train_1112,小红书,上海,310不310真的无所谓，哪怕沪语说的洋泾浜也不是问题，要有一个身处上海，热爱上海，维护上海形象的使命感和责任感，有对上海的过去一定了解和见地，熟悉上海文化和待人接物状态，稳重儒雅，语言文明，举止大方，以这样的一个形象身处于上海的，皆为上海人……,,Belonging; Culture,Inclusive,merged,train
xhs_train_1113,小红书,上海,我一直以为新上海人是落户的非310，上海人就是土著310，外地人就是没落户的非310,Legal/Admin,,Restrictive,merged,train
xhs_train_1114,小红书,上海,你的小孩听得懂上海话（会说更好），认同并融入本地文化，算，不然你在自己家里过着你原始地的风俗习惯的，比如什么小年的差异，年夜饭吃饺子这种，都不算，只是居住在在上海而已,,Culture; Language,Restrictive,merged,train
xhs_train_1115,小红书,上海,有宅基地证的肯定是上海土著,Property/Assets,,Inclusive,merged,train
xhs_train_1116,小红书,上海,我觉得看户口本，籍贯是上海的就是本地人，我老婆这种曾祖父就来上海的也只能籍贯是浙江，不能算本地人,Legal/Admin; Family Heritage,,Restrictive,merged,train
xhs_train_1117,小红书,上海,我的理解是最起码长辈开始就说上海话的,Family Heritage,Language,Restrictive,merged,train
xhs_train_1118,小红书,上海,阿拉是上海人，“本地人”(坌田人)是1958年从江苏划进上海的外地阿翔,Legal/Admin; Intra-city Region,,Restrictive,merged,train
xhs_train_1120,小红书,上海,常住地上海+日常交流用上海话无障碍,Residence,Language,Inclusive,merged,train
xhs_train_1121,小红书,上海,认为自己是上海人，希望上海越来越好的人，能拥抱上海传统风俗文化的人就是上海人,,Belonging; Culture; Self-ID,Inclusive,merged,train
xhs_train_1122,小红书,上海,博主说的很对，1958年以后才划入上海市辖区的这些地方的土著居民都不能算上海本地人。但我觉得这还不够，往前追溯三十年的1927年今天的上海市区才从江苏省独立出来成立上海特别市，已知上海建城于1292年，但真正独立建市是1927年，1927-1292=635年，也就是说在1927年之前上海空有城市却没有上海本地人，直到1927年上海特别市建立，才有了上海本地人。不愧是清华学子，使我茅塞顿开。,Family Heritage,,Restrictive,merged,train
xhs_train_1124,小红书,上海,户口本上出生地上海，幼儿园在上海读的，籍贯上海（也就是爷爷是上海人），310，上海有房，住在上海。同时满足毫无疑问就算。,Birth/Upbringing; Residence; Property/Assets; Legal/Admin; Family Heritage,,Restrictive,merged,train
xhs_train_1125,小红书,上海,至少五代以上在上海地区的家族,Family Heritage,,Restrictive,merged,train
xhs_train_1126,小红书,上海,起码父母上海出生长大 自己也是上海出生长大 才算,Birth/Upbringing; Family Heritage,,Restrictive,merged,train
xhs_train_1127,小红书,上海,籍贯上海，讲土话，有宅基地,Property/Assets; Legal/Admin; Family Heritage,Language,Neutral,merged,train
xhs_train_1128,小红书,上海,310开头，会说上海话,Legal/Admin,Language,Neutral,merged,train
xhs_train_1129,小红书,上海,我家里明清以来就是上海县本地农民，我们是正统上海本地人，讲上海本地话，保留几百年来上海县文脉，市区那些开埠后陆陆续续来的江浙移民，不是上海本地人我作为90后坚持说本地话，不说娘娘腔上海话,Family Heritage,Belonging; Language,Restrictive,merged,train
xhs_train_1130,小红书,上海,册那，拿得出家里祖辈解放前的上海土地证，还不算吗？,Property/Assets,,Neutral,merged,train
xhs_train_1132,小红书,上海,310数字是1984年后才有的，当时确定籍贯要三代出生在上海，由于郊县是1958年合并进入上海户籍，所以称本地人没错，但当时郊县人没人敢说自己是上海人，他们进市心7.5平方公里，习惯说去上海,Birth/Upbringing; Legal/Admin; Family Heritage,Belonging,Neutral,merged,train
xhs_train_1133,小红书,上海,家庭教育是上海式，人情世故是上海式，没个几十年2-3代人，做不了上海人。,Family Heritage,Culture,Restrictive,merged,train
xhs_train_1134,小红书,上海,自我认知算就算，上海是个非常复杂的移民城市（ps，我觉得郊区人只要觉得自己不是上海人，那就不是）,,Self-ID,Inclusive,merged,train
xhs_train_1135,小红书,上海,至少三代人在这里 为人处事人情世故都是上海的方式,Family Heritage,Culture,Restrictive,merged,train
xhs_train_1136,小红书,上海,哦，那就是本地人。但是就像贴主说的本地人的概念就是市区以外的籍贯。因为在历史某个阶段这些地方都曾经不是“上海”,Intra-city Region; Family Heritage,,Restrictive,merged,train
xhs_train_1139,小红书,上海,生在上海 长在上海 和父母长辈在家能说一口流利的上海话的 就是上海人,Birth/Upbringing; Residence,Belonging; Language; Self-ID,Inclusive,merged,train
xhs_train_1140,小红书,上海,区别很大，上海人听不懂上海本地话，而本地人能听懂。因为上海以前不叫上海，叫松江府，说的都是以松江话为基础的上海话,,Language,Restrictive,merged,train
xhs_train_1141,小红书,上海,所以中华文明包括上海是以文化论哪里人的，会说上海话认同上海文化就是上海人，否则认户口簿很可能是刚波宁,,Culture; Language,Inclusive,merged,train
xhs_train_1142,小红书,上海,十里铺上来的是上海人，乡窝人是本地人,Intra-city Region,,Neutral,merged,train
xhs_train_1143,小红书,上海,310就是上海人，落户也不是310的就是新上海人,Birth/Upbringing; Legal/Admin,,Restrictive,merged,train
xhs_train_1145,小红书,上海,起码半个市区是上海县的，有没有问题？然后我说上海县最正宗有没有问题？古往今来都在这片地方，祖籍上海市三个字的，都是1927年特别市成立后来的,Intra-city Region,,Restrictive,merged,train
xhs_train_1150,小红书,上海,现在有两种说法了，有本地人说只写上海还晒图，你说的本地人后面跟区。我看到的改过的晒图也是跟区。那据我所知，你可以和户籍警说，想跟就跟不想跟就不跟。,Legal/Admin,Self-ID,Neutral,merged,train
xhs_train_1151,小红书,上海,土著上海人还分宁波来的还是苏北的，住梧桐还是闸北南市区的别问我咋知道的,Intra-city Region; Family Heritage,,Neutral,merged,train
xhs_train_1152,小红书,上海,至少爷爷奶奶外公外婆是从小生在上海长在上海的可以称为上海人,Birth/Upbringing; Family Heritage,,Restrictive,merged,train
xhs_train_1155,小红书,上海,不会上海话的也不认，我有个表弟从小拒绝说上海话，我们家里吃年夜饭都叫他小外地人,Family Heritage,Language,Restrictive,merged,train
xhs_train_1156,小红书,上海,310会熟练说上海话才算,Legal/Admin,Language,Restrictive,merged,train
xhs_train_1157,小红书,上海,有些词汇都是我们的记忆，新上海人是感受不到的,,Belonging; Culture; Community,Restrictive,merged,train
xhs_train_1158,小红书,上海,认同上海的文化，遵从上海的规则，皆可称为上海人。,,Belonging; Culture,Inclusive,merged,train
xhs_train_1159,小红书,上海,有点太严苛了，就算太仓州不算，连松江府下面的都不能统一到本地人概念下面吗？那么他们算什么人？最多区分为川沙县本地人，上海县本地人，奉贤县本地人等等,Legal/Admin,,Neutral,merged,train
xhs_train_1160,小红书,上海,至少爸妈310且会说上海话,Legal/Admin; Family Heritage,Language,Restrictive,merged,train
xhs_train_1161,小红书,上海,会说上海话,,Language,Restrictive,merged,train
xhs_train_1162,小红书,上海,户口本祖籍也是上海的飘过,Legal/Admin; Family Heritage,,Neutral,merged,train
xhs_train_1163,小红书,上海,吃饺子不吃馄饨，叫姥姥不叫外婆。（以前看到过有个饭店名字叫《上海姥姥》，我就知道这老板一定是外地人，上海人去这家饭店吃饭会被开出户籍的）,,Culture,Restrictive,merged,train
xhs_train_1167,小红书,上海,户口310+会讲上海话,Legal/Admin,Language,Neutral,merged,train
xhs_train_1168,小红书,上海,310且会说上海话,Legal/Admin,Language,Neutral,merged,train
xhs_train_1170,小红书,上海,一定要很会讲上海话的话，那我们95后可以开除户籍了（一部分）我觉得户籍是根本（上海华人另算）另一方面家里和个人对上海吴语的文化认同和归属感很重要，政策拿下来户籍但是根本不了解甚至不喜欢上海文化算什么上海人,Legal/Admin,Belonging; Culture; Language; Self-ID,Neutral,merged,train
xhs_train_1171,小红书,上海,有时候遇到一些70后的外地人 早年移居上海 上海话说的超级正 我就觉得他们是上海人。,Residence,Language,Inclusive,merged,train
xhs_train_1173,小红书,上海,我个人觉得 出生吧 哪怕不是310不会说上海话 出生在上海就是 如果是310和会说上海话 或者上面几代是上海人 那更好,Birth/Upbringing,Belonging,Inclusive,merged,train
xhs_train_1176,小红书,上海,我家里明清以来就是上海县本地乡绅，我们是正统上海本地人，讲上海本地话，保留几百年来上海县文脉，市区那些开埠后陆陆续续来的江浙移民，不是上海本地人,Family Heritage,Culture; Language,Restrictive,merged,train
xhs_train_1177,小红书,上海,三代移民，会讲上海话,Family Heritage,Language; Self-ID,Restrictive,merged,train
xhs_train_1178,小红书,上海,不是你不够，是其他人不够，比如有些新上海人生的早，就已经三代了，户口本报出生都是上海，但一句上海话不会,,Language,Restrictive,merged,train
xhs_train_1179,小红书,上海,新上海人就是已落户的非310，310是老上海人,Residence; Legal/Admin,,Restrictive,merged,train
xhs_train_1180,小红书,上海,会说人广的，不是上海人,,Culture; Language,Restrictive,merged,train
xhs_train_1181,小红书,上海,三林塘才是上海本地人,Intra-city Region,,Restrictive,merged,train
xhs_train_1182,小红书,上海,只要会说上海话而且别跟风玩那种烂梗，我是懒得查那么细,,Culture; Language,Inclusive,merged,train
xhs_train_1184,小红书,上海,爸爸妈妈是江浙吴语区人，有吴文化背景，自己在上海出生在上海长大，会说上海话，身份证310的算上海人。,Birth/Upbringing; Legal/Admin,Culture; Language,Neutral,merged,train
xhs_train_1185,小红书,上海,上海话不会说的。也不在这里长大的。不能算,Birth/Upbringing,Language,Restrictive,merged,train
xhs_train_1186,小红书,上海,祖籍上海的是本地人，我们市区的也会说祖籍，比如我就经常说我老公广东人，其实他爷爷也是310,Legal/Admin; Family Heritage,,Neutral,merged,train
xhs_train_1187,小红书,上海,反正不是市区老移民，祖籍都不是上海的。作为内环祖籍上海的本地人表示郊区跟我们更近,Intra-city Region; Family Heritage,,Neutral,merged,train
xhs_train_1188,小红书,上海,一般是看在上海有没有土地的，如果有就是本地人，没有是上海人。,Property/Assets,,Inclusive,merged,train
xhs_train_1189,小红书,上海,三代或以上都在上海,Family Heritage,,Neutral,merged,train
xhs_train_1191,小红书,上海,当然是会说上海话为首要条件，即使出生在上海，如果不会说沪语不就不是上海人！因为语言是一个文化最首要的标志，语言影响逻辑思维、习性和 mentality，不会这个语言就不在这个文化圈内。所以上海的父母应当捍卫自己的文化，尽心努力让孩子保持上海的语言文化习俗，尤其是理性的mentality。,,Culture; Language,Restrictive,merged,train
xhs_train_1193,小红书,上海,自己和家里人必须会说上海话，这一点能把新上海人和上海人区分开了吧？,Family Heritage,Language,Restrictive,merged,train
xhs_train_1194,小红书,上海,上海以前是江苏的，我毕业落户十多年，从不自称上海人，一直说自己是江苏人上海人大部分比较扣，穿的也比较土。新上海人高，大部分比较大方素质高，比较有钱。注意⚠️我说的是大部分，不代表全部。我说的上海人指的是祖籍上海。,Family Heritage,,Neutral,merged,train
xhs_train_1195,小红书,上海,只要你会说流利上海话，就是上海人,,Language,Inclusive,merged,train
xhs_train_1196,小红书,上海,身份证310住在市区，祖上从江苏趁船过来的。他们都是上海人。,Legal/Admin; Family Heritage,,Inclusive,merged,train
xhs_train_1197,小红书,上海,父母中任何一方和本人都是310的算上海人 本人310开头但父母不是的算新上海人 没有310的就妥妥不是上海人了,Legal/Admin; Family Heritage,,Restrictive,merged,train
xhs_train_1198,小红书,上海,出生在上海，310身份证就是上海人。,Birth/Upbringing; Legal/Admin,,Restrictive,merged,train
xhs_train_1200,小红书,上海,啊？我是上海出生上海户口都不算上海人？？,Birth/Upbringing; Legal/Admin,,Neutral,merged,train
xhs_train_1201,小红书,上海,一种是出生并成长在上海，另一种是认同并热爱上海。,Birth/Upbringing,Belonging; Self-ID,Neutral,merged,train
xhs_train_1202,小红书,上海,310，爸妈也是310～从小在上海，不一定说得好但必须能无障碍听懂上海话吧～～,Legal/Admin; Family Heritage,Language,Restrictive,merged,train
xhs_train_1203,小红书,上海,会说上海话,,Language,Neutral,merged,train
xhs_train_1204,小红书,上海,有可能啊，他要是华野解放上海时候的随军家属后代 不就是 东北裔上海人嘛,Family Heritage,,Inclusive,merged,train
xhs_train_1205,小红书,上海,此外，和一些新生代臆想的不同，并非在上海市郊的就是本地人，有些地区论历史在之前就从来不与上海产生联系，这些也不是老一辈所讲的“本地人”，你可以叫他们“XX本地人”，但不是“本地人”。 同样因此，囿于什么户口本籍贯地，会得到更多滑稽的结论。要知道，过往许多的江浙四代移民，他们连籍贯都没去改，理论上他们都可以改成“上海”，他们全家什么都没变化，是不是户口本去改了就是“上海”就变“本地人”了，不改还是“市区人”。,Legal/Admin,,Neutral,merged,train
xhs_train_1206,小红书,上海,至少父母一人是上海人且身份证310吧,Legal/Admin; Family Heritage,,Restrictive,merged,train
xhs_train_1208,小红书,上海,只有221才算，其他都是各自地方的，后面并入的，现在的市中心以前就是上海县的,Legal/Admin; Family Heritage,,Restrictive,merged,train
xhs_train_1209,小红书,上海,"你问她，有一块凹进去的叫啥。她说bi dang,就是正宗上海宁。",,Culture; Language,Restrictive,merged,train
xhs_train_1212,小红书,上海,310还得看籍贯，看说的话。上海人不是上海本地人，两个概念,Legal/Admin; Family Heritage,Language,Restrictive,merged,train
xhs_train_1213,小红书,上海,上海户口就决定了你是上海人。人口普查是以户口为准，难道公布数据的时候这样说，上海常住人口XXXX万，其中包含其他地区的人XX个？,Legal/Admin,,Inclusive,merged,train
xhs_train_1214,小红书,上海,上海真正的土著其实也不是很多，大多数都是在郊区，现在的新上海人再过几十年也就成了你们所谓的土著了,Family Heritage,,Inclusive,merged,train
xhs_train_1215,小红书,上海,祖籍在上海的就是本地人，上海人的祖籍几乎全部来自五湖四海，不然就咋会是移民城市呢？,Family Heritage,,Neutral,merged,train
xhs_train_1216,小红书,上海,其实他这个问题好像得分情况对于外地来说，310开头就是上海本地人了我们自己来看，我家松江土著反正老爸老妈爷爷奶奶全是310227社员证（听说我自己好像也有，01年出生），宅基地（拆迁了），人头费都有,Property/Assets; Legal/Admin; Family Heritage,,Neutral,merged,train
xhs_train_1218,小红书,上海,能说上海话，接受上海文化就是上海人了，我们大学里也有一个不会说上海话的同学，高中才到宝山，就是大学里跟我们混到上海话没有口音，我们从来都认为他不是上海人,,Culture; Language; Community,Neutral,merged,train
xhs_train_1219,小红书,上海,我觉得我不是上海人身份证310但说不流畅上海话 只听得懂爸爸妈妈都是310就是没有语言环境,Legal/Admin,Language,Neutral,merged,train
xhs_train_1220,小红书,上海,5代以上，祖宅在上海外滩附近，其他都是乡下人,Intra-city Region; Family Heritage,,Restrictive,merged,train
xhs_train_1223,小红书,上海,研究这意义不大，上海算是个移民城市。实在要算就往上几代人都是上海的才算本地人吧,Family Heritage,,Restrictive,merged,train
xhs_train_1224,小红书,上海,1958年之前，上海没有户口限制一说，任何中国人只要在上海有落脚之处，即使是流浪汉、乞丐，也可以自称是上海人。,Residence,Self-ID,Inclusive,merged,train
xhs_train_1225,小红书,上海,归属感是第一，假如你是东北人在上海，上海和东北的体育比赛你是希望谁赢，就说明你把自己当成那里人了,,Belonging,Neutral,merged,train
xhs_train_1226,小红书,上海,生活在上海，爱上海的人称为上海人,Residence,Belonging,Inclusive,merged,train
xhs_train_1227,小红书,上海,过年爸爸妈妈这一辈都不需要去什么乡下老家的就算上海人了,Family Heritage,Culture,Inclusive,merged,train
xhs_train_1229,小红书,上海,310也不一定是上海人 要会说沪语 有现代文明观念才算,Birth/Upbringing,Culture; Language,Restrictive,merged,train
xhs_train_1231,小红书,上海,以前只要出了上海市区，其他地方的人，都是乡下人，后来外来务工人员多了，就分成，本地乡下人和外地乡下人。本地人是本地乡下人的简称。,Intra-city Region,,Restrictive,merged,train
xhs_train_1234,小红书,上海,爱她，保护她，有一样的价值观的，都可以称为上海人,,Belonging; Culture,Inclusive,merged,train
xhs_train_1235,小红书,上海,想起以前班里籍贯外地的同学说籍贯上海的同学乡下人那到底哪个算是上海人,Legal/Admin; Family Heritage,Community,Neutral,merged,train
xhs_train_1237,小红书,上海,有个姐妹说我不算上海人，我都有点不确定我自己了，我生在上海户口是上海到底算不算上海人啊,Birth/Upbringing; Legal/Admin,,Neutral,merged,train
xhs_train_1238,小红书,上海,說只要浦東機場出發的就是上海人,,Culture,Inclusive,merged,train
xhs_train_1239,小红书,上海,反正不会说上海话的肯定不能算上海人,,Language,Restrictive,merged,train
xhs_train_1240,小红书,上海,愛上海 會說上海話 懂上海規矩 自我認同上海人 並且以上海為榮,,Belonging; Culture; Language; Self-ID,Inclusive,merged,train
xhs_train_1241,小红书,上海,会不会说上海话,,Language,Neutral,merged,train
xhs_train_1242,小红书,上海,会讲上海话的就是上海人,,Language,Neutral,merged,train
xhs_train_1243,小红书,上海,出生在上海，家里祖父母父母都是从小说上海话长大，每个上海话俗语都知道是什么意思。就这么简单，要求就是这么低。,Birth/Upbringing; Family Heritage,Culture; Language,Restrictive,merged,train
xhs_train_1244,小红书,上海,要认同上海，在别人说上海坏话的时候，至少心里会不爽，而不是虽然有上海身份证，却没把自己当上海人。,,Belonging; Self-ID,Restrictive,merged,train
xhs_train_1246,小红书,上海,我觉得至少要到祖父母那辈都是310的，在家和长辈都是讲上海话的，才能算上海人，现在小孩不讲上海话只能算半个上海人，我对象从小在国外长大他自己那边的方言都6到不行，凭啥在上海还能不会讲上海话,Family Heritage,Language,Restrictive,merged,train
xhs_train_1248,小红书,上海,本地人应该是有宅基地的，浦西市区的大多是上海人,Property/Assets,,Neutral,merged,train
xhs_train_1250,小红书,上海,说上海话不就好了么,,Language,Inclusive,merged,train
xhs_train_1252,小红书,上海,所谓的上海人也就是50多年前来的新上海人,Family Heritage,,Neutral,merged,train
xhs_train_1253,小红书,上海,祖上是上海县城的，或者松江、嘉定、奉贤、宝山甚至崇明等50年代和上海市区合并的县里的。,Intra-city Region; Family Heritage,,Neutral,merged,train
xhs_train_1254,小红书,上海,觉得自己是上海人就是上海人,,Self-ID,Inclusive,merged,train
xhs_train_1255,小红书,上海,不管漂泊何方，回老家就是回上海的，就是上海人,,Belonging,Inclusive,merged,train
xhs_train_1257,小红书,上海,上海人的标准就是，户口在上海和讲一口流利上海话,Legal/Admin,Language,Restrictive,merged,train
xhs_train_1258,小红书,上海,前一阵子因为说普通话，被楼上戆比邻居当外地人欺负，那niang则比因为不习惯说上海话被开除沪籍的事也是给我遇到了,,Language,Restrictive,merged,train
xhs_train_1259,小红书,上海,5代人都在上海的,Family Heritage,,Neutral,merged,train
xhs_train_1261,小红书,上海,肯定要会说上海话吧~~~,,Language,Restrictive,merged,train
xhs_train_1263,小红书,上海,给所谓“正宗”上海人如此下定义的一般肯定是原上海十县的人！遥想当年，十县的人去十区时的口头禅：“到上海白相”……,,Culture,Neutral,merged,train
xhs_train_1264,小红书,上海,310会说上海话的应该都算，就像我310生活在外地，也是上海宁逃伐特额,Legal/Admin,Language,Inclusive,merged,train
xhs_train_1265,小红书,上海,至少父母在上海出生或者父母幼年来的上海吧？,Birth/Upbringing; Family Heritage,,Restrictive,merged,train
xhs_train_1266,小红书,上海,其实也不是说正宗，父辈出生在上海，自己出生在上海，那就上海人了,Birth/Upbringing; Family Heritage,,Neutral,merged,train
xhs_train_1267,小红书,上海,在上海人民路中华路那个圈内，往上八辈世代居住没有离开过有祖屋在的上海人才是真正的上海人,Property/Assets; Intra-city Region; Family Heritage,,Restrictive,merged,train
xhs_train_1268,小红书,上海,上海人的祖籍？郊区基本都是清朝前就在这里的，我们祖祖辈辈都在这里，没有移民过，但是政治区域名字不是我们想叫什么就是什么。本地人，按字面的意思就是本来就在这块土地上，不是那一代移民过来,Family Heritage,,Restrictive,merged,train
xhs_train_1269,小红书,上海,个人觉得会说上海话吧，可不是洋泾浜那种硬装的上海话哦,,Language,Restrictive,merged,train
xhs_train_1270,小红书,上海,有一些说的不对！①的籍贯也都不是上海，籍贯上海的反而有大半是被①称为“乡下人”/“本地人”。本地人在上世纪或者目前家里任然在上海有地，但是他们说的不是上海话，而是崇明话、金山话、奉贤话、川沙话等等，大部分上海人听不懂他们的语言。,Property/Assets,Language,Neutral,merged,train
xhs_train_1272,小红书,上海,把上海人叫做本地人的都是新上海人。,,Culture,Restrictive,merged,train
xhs_train_1274,小红书,上海,祖上没经历过十里洋场的，都不应该叫上海人,Family Heritage,,Restrictive,merged,train
xhs_train_1275,小红书,上海,我觉得生活在上海，说上海话，自认为是上海人，就是上海人。“自认为是”这点很重要。就是当一个人思考“我的家”在哪里时，思考的是“我的家在上海”，而不是“我老家在河南”这种。当然顺着我的思路想下去，可能有一些例外，比如我认为我的家在德国，不过我不会否认我是上海人。所以如果不生活在上海，不认为上海是家，但说上海话，且自认为是上海人，我觉得也是上海人。,,Belonging; Language; Self-ID,Inclusive,merged,train
xhs_train_1276,小红书,上海,生在上海，有上海身份证，大学之前在上海接受教育，我认为就是上海原住民。,Birth/Upbringing; Legal/Admin,,Neutral,merged,train
xhs_train_1277,小红书,上海,在上面的前提下，认同上海的规则的，并按此规则行事的人，应该可以被认为上海人。,,Belonging; Culture,Inclusive,merged,train
xhs_train_1278,小红书,上海,现在很多yp夫妻生个小yp也是310开头，除非ta愿意学上海话融入上海，否则算什么上海人,,Culture; Language,Restrictive,merged,train
xhs_train_1279,小红书,上海,一百年前上海还是江苏。上海开阜就在的真的就是上海人了，和现在新上海不一样。就好比卢湾并给黄浦，你可以说他们是黄浦的，他们也可以说自己是卢湾的。,Family Heritage,,Restrictive,merged,train
xhs_train_1281,小红书,上海,高考能拿计算器直接敲的就是上海人,Birth/Upbringing,Culture,Inclusive,merged,train
xhs_train_1282,小红书,上海,至少得会说上海话吧,,Language,Restrictive,merged,train
xhs_train_1284,小红书,上海,上海待满一定年份有感情有归属感就算上海人了，以后全中国都是这样，方言按现在趋势hk都不一定能保留下来粤语，文化上小孩子都是接受主流平台抖音快手，与本土文化渐行渐远，地方差异只会越来越小,,Belonging,Inclusive,merged,train
xhs_train_1285,小红书,上海,反正会说上海话是必须的。,,Language,Restrictive,merged,train
xhs_train_1286,小红书,上海,祖上三代都是上海土著，非外地移入,Family Heritage,,Restrictive,merged,train
xhs_train_1287,小红书,上海,爷爷是310的 就是上海人,Legal/Admin; Family Heritage,,Restrictive,merged,train
xhs_train_1288,小红书,上海,310101到310110的是上海人，310111后面的是上海本地人就是说当地农村话的,Legal/Admin,Language,Neutral,merged,train
xhs_train_1289,小红书,上海,是否会说上海话,,Language,Neutral,merged,train
xhs_train_1292,小红书,上海,不然你说你上海人，人家叫你讲两句上海话么不会讲，坍招式伐,,Language,Restrictive,merged,train
xhs_train_1294,小红书,上海,两代以上出生在上海,Birth/Upbringing; Family Heritage,,Restrictive,merged,train
xhs_train_1295,小红书,上海,那就补充一下，310会熟练使用上海话的和他们的子女,Legal/Admin,Language,Neutral,merged,train
xhs_train_1296,小红书,上海,310 会说上海话 从小生活在上海吧,Birth/Upbringing; Legal/Admin,Language,Neutral,merged,train
xhs_train_1297,小红书,上海,祖上六代，上海土著，才算真正上海人！,Birth/Upbringing; Family Heritage,,Restrictive,merged,train
xhs_train_1298,小红书,上海,吓死人了，也不发钱，还要摆户口本看籍贯！上海早已经海纳百川了，只不过来得早晚而已，大家混得也高低不同，中国每个地方都有不同的文化，眼光放开点有好处！,Residence,,Inclusive,merged,train
xhs_train_1299,小红书,上海,尊重海派文化，融入上海，学上海话，守上海规矩，不要老想着改变上海规则的人，就算父母不是上海人，不是出生在上海，就是上海人,,Belonging; Culture; Language,Inclusive,merged,train
xhs_train_1300,小红书,上海,不会说上海话的，不管31010几，都不算上海人。,,Language,Restrictive,merged,train
xhs_train_1301,小红书,上海,我知道啊，问题是说本地人别人默认郊区的，但是我太爷爷解放前就去上海了啊说不是本地人好像也不太多，算什么人,Family Heritage,,Neutral,merged,train
xhs_train_1302,小红书,上海,生在上海，长在上海，说上海话，按上海习惯生活，就算正宗上海仁,Birth/Upbringing,Culture; Language,Inclusive,merged,train
xhs_train_1304,小红书,上海,同时满足以下五个条件:一，爷爷奶奶外公外婆爸爸妈妈和自己都是上海户口。二，爷爷奶奶外公外婆爸爸妈妈和自己的身份证都是310开头且身份证地址均是上海。三，爷爷奶奶外公外婆爸爸妈妈和自己出生地都是上海。四，爷爷奶奶外公外婆爸爸妈妈和自己的居住地都是上海。五，爷爷奶奶外公外婆爸爸妈妈和自己都会说上海话,Birth/Upbringing; Residence; Legal/Admin; Family Heritage,Language,Restrictive,merged,train
xhs_train_1305,小红书,上海,一般爷爷那辈在上海生活的，父母和自己都生于上海，就可以了。,Birth/Upbringing; Family Heritage,,Neutral,merged,train
xhs_train_1306,小红书,上海,身份证310开头就是上海人,Legal/Admin,,Neutral,merged,train
xhs_train_1307,小红书,上海,我是老师，之前有对家长跟我说叫我在学校多跟孩子说上海话，他们家没有语言环境，非常诚恳。孩子身份证是310的，但爸妈不是的，我觉得有这种思想的爸妈和孩子也是上海人了,Legal/Admin,Belonging; Language,Inclusive,merged,train
xhs_train_1308,小红书,上海,会说上海话，本地化市区话都可以,,Language,Inclusive,merged,train
xhs_train_1309,小红书,上海,不指，土著人的定义，指在外来的种族到来之前，那些祖祖辈辈繁衍生息在一个国家或地区的人，在上海能定义在上海土著人的只有祖籍在上海，且文化是本地乡土文化，说本地方言的人才能定义为上海土著原住民。,Family Heritage,Culture; Language,Restrictive,merged,train
xhs_train_1310,小红书,上海,虽然是本地七代，但是很早就到上海来了，没有土地没有征地拆迁，就不是本地人，属于上海人,Property/Assets; Family Heritage,,Restrictive,merged,train
xhs_train_1311,小红书,上海,新上海人才会问出这个问题。,,Culture,Restrictive,merged,train
xhs_train_1312,小红书,上海,网上有人骂上海，你看见了会生气，会去对线，甚至不用真的去开骂，正常上海人也没这闲工夫，但你会有维护自己家乡的冲动，那你就是上海人了,,Belonging,Neutral,merged,train
xhs_train_1313,小红书,上海,全家从太里太就是上海人了，再往上不知道，没家谱。纯纯310，但是只会本地话，算上海人吗？,Family Heritage,Language,Neutral,merged,train
xhs_train_1314,小红书,上海,会说上海话的都算。其他不重要，认可上海文化，主要动融入的都算。,,Culture; Language,Inclusive,merged,train
xhs_train_1318,小红书,上海,上海一直属于松江府，松江出来的时候江苏都没这个概念，严格意义讲只有老城厢本地人属于上海，别的都是外地，你们外地移民压根不算上海的,Intra-city Region,,Restrictive,merged,train
xhs_train_1319,小红书,上海,平时的生活、社交中，没人会在意你身份证是不是310，户口簿是不是上海的，上海人互相识别、认同的方式就是互飚纯正的上海话，不会说上海话、听不懂上海话，哪怕你是310也被人家默认是外地人。,,Language,Restrictive,merged,train
xhs_train_1320,小红书,上海,出生成长在上海，会上海话，身份证310开头,Birth/Upbringing; Legal/Admin,Language,Neutral,merged,train
xhs_train_1322,小红书,上海,你这个算上海人，你从幼儿园就接受上海文化了,Birth/Upbringing,Culture,Inclusive,merged,train
xhs_train_1323,小红书,上海,310和一口标准上海话上海人的具备条件,Legal/Admin,Language,Restrictive,merged,train
xhs_train_1326,小红书,上海,好奇怪，我假设卖了上海的住房带着财产去外地居住，也能过体面生活。但又不会当地语言又不懂当地文化，凭什么说自己就是那个地方的人？好奇怪的思路,,Culture; Language,Restrictive,merged,train
xhs_train_1328,小红书,上海,不对，户籍要写到区的，写上海二个字的都是非要去派出所外地改的,Legal/Admin,,Restrictive,merged,train
